"","clay_summary_geo[, 1]","mean","median","var"
"515","1400000US06037275101",7.40646651270208,8,16.811254383714
"516","1400000US06037275400",8.25972660357518,8,3.58615529359677
"517","1400000US06037276400",7.65691158156912,9,30.6928088980963
"518","1400000US06037276603",6.81305114638448,3,30.4066844903123
"519","1400000US06037291120",6.90837104072398,3,19.4672458146078
"520","1400000US06037293201",1.10445580715851,0,10.3172973827312
"521","1400000US06037293302",5.43123209169054,3,25.8210740364174
"522","1400000US06037294120",10.967071935157,8,59.2989658772353
"523","1400000US06037294302",7.85377358490566,9,12.5385598731448
"524","1400000US06037294520",2.80819672131148,0,16.299768499825
"525","1400000US06037294810",9.66501240694789,9,4.15367332074121
"526","1400000US06037294900",7.81774580335731,9,12.8142825475514
"527","1400000US06037296402",18.1813353566009,17,250.016447114482
"528","1400000US06037296901",15.1378446115288,11,186.701175775071
"529","1400000US06037297602",19.9130434782609,15,130.562349432144
"530","1400000US06037300400",8.59521005104044,9,10.3769291290741
"531","1400000US06037300902",13.1703326667879,13,9.08461787113087
"532","1400000US06037301203",34.5845070422535,43,200.564780786269
"533","1400000US06037301300",22.6436170212766,13,246.502314519896
"534","1400000US06037301602",16.376276512176,8,213.165694615305
"535","1400000US06037301801",24.8037280701754,17,242.638712760221
"536","1400000US06037302003",20.6392857142857,13,228.209920634921
"537","1400000US06037302104",21.3231622746186,15,247.363476652797
"538","1400000US06037302302",37.41375,43,176.000061013767
"539","1400000US06037310201",21.4273504273504,13,221.671838733849
"540","1400000US06037310501",19.2430133657351,20,29.5219578527386
"541","1400000US06037310701",24.2659574468085,17,200.840878914473
"542","1400000US06037534404",8,8,0
"543","1400000US06037534405",8,8,0
"544","1400000US06037534406",7.99799599198397,8,0.00200400801603206
"545","1400000US06037534501",8,8,0
"546","1400000US06037534502",8,8,0
"547","1400000US06037534804",8.36008230452675,8,12.4989393746553
"548","1400000US06037535200",7.67951127819549,8,1.45034181172593
"549","1400000US06037535502",8,8,0
"550","1400000US06037535606",7.9656652360515,8,0.274678111587983
"551","1400000US06037535702",7.99350121852153,8,0.0519902518277823
"552","1400000US06037540101",8,8,0
"553","1400000US06037540203",7.99911190053286,8,0.00088809946714032
"554","1400000US06037540502",8,8,0
